Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin,Cluster
Brad Miller (0000142022),241273,NORTH STAR MAINTENANCE,241273,NORTH STAR MAINTENANCE,Lancaster,449 Longmeadow Rd,PA,17601,"449 Longmeadow Rd Lancaster, PA 17601",1430025,40.103655,-76.291967,J,Tuesday/Friday,11,15,1.363636364,2.636363636,181.74,1999.14,68.17454545,749.92,72.0,0.375121302,0
Delaware Valley Office (0000143001),241276,NORTHEAST JANITORIAL SUPPLY LL,241276,NORTHEAST JANITORIAL SUPPLY LL,Allentown,847 N GILMORE ST,PA,18109,"847 N GILMORE ST Allentown, PA 18109",1430015,40.621959,-75.447389,E,Tuesday/Friday,8,9,1.125,1.25,92.42375,739.39,45.805,366.44,10.0,0.495597722,28
Pete Annick (0000142010),241282,MUNICIPAL EMERG SERVICE AUTHOR,241282,MUNICIPAL EMERG SERVICE AUTHOR,ELIZABETHTOWN,380 W BAINBRIDGE ST,PA,17022,"380 W BAINBRIDGE ST ELIZABETHTOWN, PA 17022",1430034,40.14443,-76.608363,P,Monday/Thursday,7,8,1.142857143,2.285714286,441.3557143,3089.49,121.1628571,848.14,67.0,0.274524274,24
Mike Schlitter (0000142011),241299,OCCUPATIONAL DEVELOPMENT CENTE,241299,OCCUPATIONAL DEVELOPMENT CENTE,Lancaster,640 Martha Ave,PA,17601,"640 Martha Ave Lancaster, PA 17601",1430025,40.054818,-76.295393,J,Tuesday/Friday,8,8,1.0,1.75,172.075,1376.6,80.35375,642.83,23.0,0.466969345,0
Robert Diller (0000142017),241326,OUR MOTHER PERPETUAL SCHOOL,241326,OUR MOTHER PERPETUAL SCHOOL,Ephrata,330 Church Ave,PA,17522,"330 Church Ave Ephrata, PA 17522",1430029,40.185729,-76.173182,K,Monday/Thursday,11,21,1.909090909,6.545454545,1437.729091,15815.02,503.9636364,5543.6,227.0,0.350527536,3
Mike Schlitter (0000142011),241332,PA COLLEGE OF ART & DESIGN,241332,PA COLLEGE OF ART & DESIGN,Lancaster,204 N Prince St,PA,17603,"204 N Prince St Lancaster, PA 17603",1430024,40.041242,-76.30873,J,Monday/Thursday,11,21,1.909090909,4.909090909,1488.441818,16372.86,571.66,6288.26,173.0,0.38406607,3
Robert Diller (0000142017),241351,EXCENTIA MED#,241351,EXCENTIA MED#,Lancaster,1810 Rohrerstown Rd,PA,17601,"1810 Rohrerstown Rd Lancaster, PA 17601",1430025,40.090538,-76.356439,J,Tuesday/Friday,8,12,1.5,4.25,668.3725,5346.98,140.0475,1120.38,118.0,0.209535102,15
Mike Schlitter (0000142011),241353,PALMYRA AREA SCHOOL DISTRICT,241353,PALMYRA AREA SCHOOL DISTRICT,Palmyra,1125 Park Dr,PA,17078,"1125 Park Dr Palmyra, PA 17078",1430032,40.300103,-76.586326,P,Tuesday,6,6,1.0,1.333333333,692.3516667,4154.11,528.6983333,3172.19,30.0,0.763626866,15
Robert Diller (0000142017),241454,PLEASANT VIEW RETIREMENT MED#,241454,PLEASANT VIEW RETIREMENT MED#,Manheim,544 N Penryn Rd,PA,17545,"544 N Penryn Rd Manheim, PA 17545",1430035,40.183366,-76.377803,P,Tuesday/Friday,6,7,1.166666667,1.166666667,205.93,1235.58,56.035,336.21,28.0,0.272107027,0
Robert Diller (0000142017),241624,ROHRERSTOWN FIRE COMPANY,241624,ROHRERSTOWN FIRE COMPANY,Lancaster,500 Elizabeth St,PA,17603,"500 Elizabeth St Lancaster, PA 17603",1430025,40.05151,-76.363823,J,Tuesday/Friday,8,9,1.125,3.125,340.86375,2726.91,143.2975,1146.38,64.0,0.420395246,36
Mike Schlitter (0000142011),241646,THE RUG BEATER#,241646,THE RUG BEATER#,Brownstown,327 N State St,PA,17508,"327 N State St Brownstown, PA 17508",1430024,40.12919,-76.216041,J,Monday/Thursday,7,9,1.285714286,2.857142857,374.6642857,2622.65,143.6442857,1005.51,57.0,0.383394658,24
Rutters (0000142020),241676,RUTTERS FARM STORES #33,241676,RUTTERS FARM STORES #33,Hanover,661 Broadway,PA,17331,"661 Broadway Hanover, PA 17331",1430047,39.811762,-76.976827,R,Thursday,60,63,1.05,4.9,149.262,8955.72,37.08783333,2225.27,314.0,0.248474718,21
Rutters (0000142020),241682,RUTTERS FARM STORES #40,241682,RUTTERS FARM STORES #40,Marietta,1155 RIVER RD,PA,17547,"1155 RIVER RD Marietta, PA 17547",1430045,40.063577,-76.542636,R,Tuesday,42,44,1.047619048,5.333333333,156.2354762,6561.89,39.52166667,1659.91,313.0,0.25296218,21
Rutters (0000142020),241685,RUTTERS FARM STORES #44,241685,RUTTERS FARM STORES #44,Glen Rock,6040 Steltz Rd,PA,17327,"6040 Steltz Rd Glen Rock, PA 17327",1430048,39.725697,-76.765519,R,Friday,42,45,1.071428571,4.30952381,109.7119048,4607.9,27.6847619,1162.76,258.0,0.252340546,21
Rutters (0000142020),241688,RUTTERS FARM STORES #49,241688,RUTTERS FARM STORES #49,York,2345 CARLISLE RD,PA,17408,"2345 CARLISLE RD York, PA 17408",1430046,39.979336,-76.80068,R,Wednesday,42,45,1.071428571,4.166666667,111.4990476,4682.96,27.58261905,1158.47,216.0,0.247379862,21
Rutters (0000142020),241690,RUTTERS FARM STORES #50,241690,RUTTERS FARM STORES #50,Spring Grove,420 N Main St,PA,17362,"420 N Main St Spring Grove, PA 17362",1430047,39.884269,-76.863002,R,Thursday,54,62,1.148148148,6.777777778,179.2996296,9682.18,42.87296296,2315.14,514.0,0.239113505,0
Brad Miller (0000142022),241724,Salem United Church of Christ,241724,Salem United Church of Christ,Lancaster,2312 Marietta Ave,PA,17603,"2312 Marietta Ave Lancaster, PA 17603",1430025,40.053249,-76.363706,J,Tuesday/Friday,7,17,2.428571429,4.571428571,500.0685714,3500.48,169.7457143,1188.22,54.0,0.339444876,8
Martin Carberry (0000142016),241778,SHALOM CHRISTIAN ACADEMY,241778,SHALOM CHRISTIAN ACADEMY,Chambersburg,126 Social Island Rd,PA,17202,"126 Social Island Rd Chambersburg, PA 17202",1430036,39.873358,-77.691617,L,Monday,9,12,1.333333333,5.222222222,1016.078889,9144.71,429.9777778,3869.8,268.0,0.423173616,37
Lancaster Office (0000142002),241814,SIGNAL MACHINE COMPANY#,241814,SIGNAL MACHINE COMPANY#,New Holland,150 King Ct,PA,17557,"150 King Ct New Holland, PA 17557",1430024,40.08386,-76.09811,J,Monday/Thursday,6,9,1.5,2.0,234.995,1409.97,86.91666667,521.5,36.0,0.369866026,0
Brad Miller (0000142022),241839,SMOKER & COMPANY#,241839,SMOKER & COMPANY#,Leola,49 E Main St,PA,17540,"49 E Main St Leola, PA 17540",1430024,40.089592,-76.17809,J,Monday/Thursday,17,29,1.705882353,5.352941176,466.8717647,7936.82,154.6652941,2629.31,124.0,0.331280034,8
Martin Carberry (0000142016),241859,SOUTH EASTERN SCHOOL DIST,241859,SOUTH EASTERN SCHOOL DIST,Fawn Grove,377 Main St,PA,17321,"377 Main St Fawn Grove, PA 17321",1430040,39.73154,-76.46373,L,Tuesday/Friday,10,11,1.1,1.9,2064.25,20642.5,857.227,8572.27,152.0,0.415272859,26
Martin Carberry (0000142016),241871,SOUTHERN YORK COUNTY SCHOOL DI,241871,SOUTHERN YORK COUNTY SCHOOL DI,Glen Rock,3280 Fissels Church Rd,PA,17327,"3280 Fissels Church Rd Glen Rock, PA 17327",1430037,39.770266,-76.734848,L,Tuesday,6,6,1.0,1.333333333,1796.86,10781.16,598.4516667,3590.71,277.0,0.333054143,17
Robert Diller (0000142017),241912,ST JOHN NEUMANN CHURCH,241912,ST JOHN NEUMANN CHURCH,Lancaster,601 E Delp Rd,PA,17601,"601 E Delp Rd Lancaster, PA 17601",1430025,40.090249,-76.292522,J,Tuesday/Friday,14,16,1.142857143,5.928571429,665.5735714,9318.03,299.7135714,4195.99,171.0,0.450308703,15
Mike Schlitter (0000142011),241925,ST MARYS CHURCH#,241925,ST MARYS CHURCH#,Lancaster,119 S Prince St,PA,17603,"119 S Prince St Lancaster, PA 17603",1430025,40.035778,-76.307052,J,Tuesday/Friday,7,7,1.0,1.571428571,83.57714286,585.04,34.51,241.57,17.0,0.412911938,28
Brad Miller (0000142022),241946,ST PETERS LUTHERAN CHURCH,241946,St Peters Lutheran Church,Lancaster,10 Delp Rd,PA,17601,"10 Delp Rd Lancaster, PA 17601",1430025,40.088083,-76.306349,J,Tuesday/Friday,13,14,1.076923077,3.615384615,351.8753846,4574.38,140.6261538,1828.14,142.0,0.399647603,36
Robert Diller (0000142017),241967,FULTON STEAMBOAT INN,241967,FULTON STEAMBOAT INN,Lancaster,1 Hartman Bridge Rd,PA,17602,"1 Hartman Bridge Rd Lancaster, PA 17602",1430021,40.00361,-76.21728,J,Monday,7,9,1.285714286,2.142857143,984.9642857,6894.75,326.0471429,2282.33,17.0,0.33102433,23
Martin Carberry (0000142016),242001,YORK SUBURBAN SCHOOL DISTRICT,242001,YORK SUBURBAN SCHOOL DISTRICT,York,1800 Hollywood Dr,PA,17403,"1800 Hollywood Dr York, PA 17403",1430040,39.947811,-76.694263,L,Tuesday/Friday,12,13,1.083333333,2.25,1371.44,16457.28,574.635,6895.62,145.0,0.419001196,33
Mike Schlitter (0000142011),242085,THE BUCK CO#,242085,THE BUCK CO#,Quarryville,897 Lancaster Pike,PA,17566,"897 Lancaster Pike Quarryville, PA 17566",1430025,39.881761,-76.231024,J,Tuesday/Friday,13,14,1.076923077,1.076923077,73.15461538,951.01,29.48230769,383.27,18.0,0.403013638,28
Robert Diller (0000142017),242100,THE MENNONITE HOME MED,242100,THE MENNONITE HOME MED,Lancaster,1520 Harrisburg Pike,PA,17601,"1520 Harrisburg Pike Lancaster, PA 17601",1430025,40.064665,-76.344931,J,Tuesday/Friday,13,15,1.153846154,1.538461538,113.46,1474.98,57.32846154,745.27,61.0,0.505274648,21
Mike Schlitter (0000142011),242110,THE SALVATION ARMY#,242110,THE SALVATION ARMY#,Lancaster,131 S Queen St,PA,17603,"131 S Queen St Lancaster, PA 17603",1430025,40.035533,-76.304686,J,Tuesday/Friday,12,17,1.416666667,2.333333333,153.9391667,1847.27,50.84,610.08,69.0,0.33026033,21
Brad Miller (0000142022),242119,THE WORSHIP CENTER#,242119,THE WORSHIP CENTER#,Lancaster,2384 New Holland Pike,PA,17601,"2384 New Holland Pike Lancaster, PA 17601",1430024,40.082515,-76.2298,J,Monday/Thursday,27,37,1.37037037,4.925925926,430.9422222,11635.44,163.0177778,4401.48,255.0,0.378282214,24
Pete Annick (0000142010),242183,TURKEY HILL DAIRY WK#-Plant,242183,TURKEY HILL DAIRY WK#-Plant,Conestoga,2601 River Rd,PA,17516,"2601 River Rd Conestoga, PA 17516",1430025,39.960667,-76.447085,J,Tuesday/Friday,54,147,2.722222222,13.75925926,2151.463704,116179.04,636.6927778,34381.41,2618.0,0.295934706,11
Brad Miller (0000142022),242211,UNITARIAN UNIVERSALIST#,242211,UNITARIAN UNIVERSALIST#,Lancaster,538 W Chestnut St,PA,17603,"538 W Chestnut St Lancaster, PA 17603",1430025,40.039841,-76.316721,J,Tuesday/Friday,6,8,1.333333333,2.333333333,146.1283333,876.77,55.14,330.84,35.0,0.377339553,21
Martin Carberry (0000142016),242265,VALLEY VIEW ALLIANCE CHURCH,242265,VALLEY VIEW ALLIANCE CHURCH,Hallam,200 Alliance Ave,PA,17406,"200 Alliance Ave Hallam, PA 17406",1430040,40.004489,-76.615601,L,Tuesday/Friday,6,6,1.0,1.5,132.5383333,795.23,46.42166667,278.53,14.0,0.350250871,21
Mike Schlitter (0000142011),242367,BLUE ROCK REGIONAL FIRE DISTRI,242367,BLUE ROCK REGIONAL FIRE DISTRI,Millersville,26 E Charlotte St,PA,17551,"26 E Charlotte St Millersville, PA 17551",1430025,40.00493,-76.35588,J,Tuesday/Friday,7,7,1.0,1.571428571,108.3328571,758.33,40.75142857,285.26,14.0,0.376168686,21
Brad Miller (0000142022),242371,West Shore Evangelical Free Ch,242371,West Shore Evangelical Free Ch,Mechanicsburg,1345 Williams Grove Rd,PA,17055,"1345 Williams Grove Rd Mechanicsburg, PA 17055",1430034,40.169888,-77.022774,P,Monday/Thursday,16,32,2.0,5.5625,864.640625,13834.25,286.5925,4585.48,375.0,0.331458518,6
Martin Carberry (0000142016),242373,WEST SHORE SCHOOL DISTRICT,242373,WEST SHORE SCHOOL DISTRICT,New Cumberland,507 Fishing Creek Rd,PA,17070,"507 Fishing Creek Rd New Cumberland, PA 17070",1430034,40.181465,-76.841682,P,Monday/Thursday,6,6,1.0,1.666666667,978.9,5873.4,269.15,1614.9,107.0,0.274951476,23
Brad Miller (0000142022),242391,WHITE OAK MILLS#,242391,WHITE OAK MILLS#,ELIZABETHTOWN,419 W High St,PA,17022,"419 W High St ELIZABETHTOWN, PA 17022",1430034,40.151309,-76.613938,P,Monday/Thursday,7,11,1.571428571,5.714285714,771.6585714,5401.61,323.7371429,2266.16,97.0,0.419534176,34
Mike Schlitter (0000142011),242394,WHITMOYER FORD INC,242394,WHITMOYER FORD INC,Mount Joy,1001 E Main St,PA,17552,"1001 E Main St Mount Joy, PA 17552",1430035,40.11065,-76.477564,P,Tuesday/Friday,7,7,1.0,2.285714286,486.9757143,3408.83,184.5828571,1292.08,51.0,0.379039142,8
Mike Schlitter (0000142011),242421,WISSLER MOTORS INC,242421,WISSLER MOTORS INC,Mount Joy,1205 W Main St,PA,17552,"1205 W Main St Mount Joy, PA 17552",1430035,40.118029,-76.533853,P,Tuesday/Friday,9,10,1.111111111,2.222222222,150.9511111,1358.56,57.99444444,521.95,28.0,0.384193558,21
Pete Annick (0000142010),242572,BIRD IN HAND FAMILY RESTAURANT,242572,BIRD IN HAND FAMILY RESTAURANT,Bird in Hand,2760 Old Philadelphia Pike,PA,17505,"2760 Old Philadelphia Pike Bird in Hand, PA 17505",1430021,40.038157,-76.174487,J,Monday,6,13,2.166666667,2.333333333,543.6166667,3261.7,219.3166667,1315.9,58.0,0.403439924,8
Brad Miller (0000142022),242575,RICHTER PRECISION INC,242575,RICHTER PRECISION INC,East Petersburg,1021 Commercial Ave Door B4,PA,17520,"1021 Commercial Ave Door B4 East Petersburg, PA 17520",1430025,40.087502,-76.348461,J,Tuesday/Friday,27,29,1.074074074,2.481481481,709.2366667,19149.39,214.4940741,5791.34,2584.0,0.302429477,34
Brian Deiling (0000142018),242598,COMPANION ANIMAL HOSPITAL#,242598,COMPANION ANIMAL HOSPITAL#,Selinsgrove,335 Route 35,PA,17870,"335 Route 35 Selinsgrove, PA 17870",1430033,40.785712,-76.869398,P,Wednesday,6,7,1.166666667,2.333333333,489.5933333,2937.56,167.0583333,1002.35,46.0,0.341218562,8
Andrew Clippinger (0000142012),242605,FOUR SEASONS PRODUCE#,242605,FOUR SEASONS PRODUCE#,Ephrata,400 Wabash Rd,PA,17522,"400 Wabash Rd Ephrata, PA 17522",1430029,40.20727,-76.153278,K,Monday/Thursday,23,41,1.782608696,5.260869565,2860.111739,65782.57,861.1908696,19807.39,2829.0,0.301103925,10
Brad Miller (0000142022),242720,DAYBREAK CHURCH#,242720,DAYBREAK CHURCH#,Mechanicsburg,321 Gettysburg Pike,PA,17055,"321 Gettysburg Pike Mechanicsburg, PA 17055",1430034,40.176849,-76.990377,P,Monday/Thursday,10,17,1.7,5.3,642.36,6423.6,286.707,2867.07,149.0,0.446333831,15
Leianne Krotec (0000143021),243100,Cathedral Village,243100,Cathedral Village,Philadelphia,600 E Cathedral Rd,PA,19128,"600 E Cathedral Rd Philadelphia, PA 19128",1430009,40.064837,-75.242803,E,Monday,17,22,1.294117647,2.941176471,1336.093529,22713.59,381.95,6493.15,344.0,0.285870706,33
Tom McKevitt (0000143010),243116,Centennial School District,243116,Centennial School District,Warminster,48 Swan Way,PA,18974,"48 Swan Way Warminster, PA 18974",1430004,40.201532,-75.078661,A,Friday,11,15,1.363636364,1.818181818,2065.151818,22716.67,718.3781818,7902.16,653.0,0.347857322,26
Chris Gifuni (0000143020),243143,Cherry Hill Fire Department,243143,Cherry Hill Fire Department,Cherry Hill,1100 Marlkress Rd,NJ,8003,"1100 Marlkress Rd Cherry Hill, NJ 08003",1430011,39.904859,-74.976892,A,Thursday,7,7,1.0,1.285714286,1094.46,7661.22,374.47,2621.29,139.0,0.342150467,37
Nick Misciagno (0000143017),243402,Episcopal Academy,243402,Episcopal Academy,Newtown Square,1785 Bishop White Dr,PA,19073,"1785 Bishop White Dr Newtown Square, PA 19073",1430002,40.00492,-75.428946,C,Friday,16,29,1.8125,4.5625,1630.578125,26089.25,585.195,9363.12,497.0,0.358888048,22
Chuck Lutes (0000143024),243426,Faith Baptist Church-Fairless,243426,Faith Baptist Church-Fairless,Fairless Hills,1515 Wistar Rd,PA,19030,"1515 Wistar Rd Fairless Hills, PA 19030",1430003,40.166206,-74.868208,A,Tuesday,13,17,1.307692308,5.076923077,426.4653846,5544.05,172.3046154,2239.96,105.0,0.404029545,24
Leianne Krotec (0000143021),243460,Cliff Fitzgerald,243460,Cliff Fitzgerald,North Wales,601 Ellison Dr,PA,19454,"601 Ellison Dr North Wales, PA 19454",1430015,40.216115,-75.2195,E,Tuesday/Friday,24,26,1.083333333,1.75,1178.420417,28282.09,393.8533333,9452.48,288.0,0.33422141,31
Leianne Krotec (0000143021),243526,Gloria Dei Church,243526,Gloria Dei Church,Huntingdon Valley,570 Welsh Rd,PA,19006,"570 Welsh Rd Huntingdon Valley, PA 19006",1430004,40.11425,-75.070021,A,Friday,8,9,1.125,3.875,542.1475,4337.18,192.955,1543.64,88.0,0.355908678,8
Chuck Lutes (0000143024),243564,Grundy Hall,243564,Grundy Hall,Doylestown,1290 Almshouse Rd,PA,18901,"1290 Almshouse Rd Doylestown, PA 18901",1430003,40.274249,-75.129639,A,Tuesday,6,7,1.166666667,2.666666667,694.0316667,4164.19,262.16,1572.96,36.0,0.377734926,15
David Smith (0000143023),243627,HOLY FAMILY CHURCH,243627,HOLY FAMILY CHURCH,Newark,15 Gender Rd,DE,19713,"15 Gender Rd Newark, DE 19713",1430007,39.664637,-75.71874,D,Friday,6,6,1.0,3.333333333,293.9333333,1763.6,147.6033333,885.62,28.0,0.502166024,36
Bob Carberry (0000143011),243650,The Hun School of Princeton,243650,The Hun School of Princeton,Princeton,176 Edgerstoune Rd,NJ,8540,"176 Edgerstoune Rd Princeton, NJ 08540",1430005,40.336599,-74.684808,A,Wednesday,6,13,2.166666667,5.0,1870.226667,11221.36,692.9983333,4157.99,701.0,0.37054243,17
Paul Carberry (0000143018),243766,Willert Manufacturing Co LLC,243766,Willert Manufacturing Co LLC,Douglassville,447 Old Swede Rd,PA,19518,"447 Old Swede Rd Douglassville, PA 19518",1430016,40.268953,-75.723975,C,Wednesday,11,13,1.181818182,2.909090909,674.3690909,7418.06,268.6763636,2955.44,122.0,0.398411445,15
Leianne Krotec (0000143021),243823,Le Papillon Hair Salon,243823,Le Papillon Hair Salon,Jenkintown,1597 The Fairway,PA,19046,"1597 The Fairway Jenkintown, PA 19046",1430009,40.10596,-75.12175,E,Monday,9,9,1.0,2.444444444,170.7022222,1536.32,72.41777778,651.76,25.0,0.424234534,0
Delaware Valley Office (0000143001),243918,McGlinchey's Bar & Grill,243918,McGlinchey's Bar & Grill,Philadelphia,259 S 15th St,PA,19102,"259 S 15th St Philadelphia, PA 19102",1430009,39.94775,-75.166151,E,Monday,6,7,1.166666667,2.166666667,405.32,2431.92,167.505,1005.03,37.0,0.413266061,24
Nick Misciagno (0000143017),243948,Methacton School District,243948,Methacton School District,Eagleville,1001 Kriebel Mill Rd,PA,19403,"1001 Kriebel Mill Rd Eagleville, PA 19403",1430016,40.175551,-75.398491,C,Wednesday,8,8,1.0,1.75,0.0,0.0,-36.48,-291.84,14.0,0.0,28
Tom McKevitt (0000143010),243967,Milford Enterprises Inc.,243967,Milford Enterprises Inc.,Quakertown,2650 Milford Square Pike,PA,18951,"2650 Milford Square Pike Quakertown, PA 18951",1430015,40.440884,-75.37556,E,Tuesday/Friday,7,8,1.142857143,1.142857143,439.7142857,3078.0,148.8885714,1042.22,29.0,0.338602989,24
Chuck Lutes (0000143024),244062,Newtown Athletic & Aquatic Clu,244062,Newtown Athletic & Aquatic Clu,Newtown,120 Pheasant Run,PA,18940,"120 Pheasant Run Newtown, PA 18940",1430003,40.22291,-74.911809,A,Tuesday,13,18,1.384615385,4.076923077,975.08,12676.04,363.7607692,4728.89,235.0,0.373057359,23
Wood Floor Contractors (0000143025),244072,North Eastern Hardwood Floors,244072,North Eastern Hardwood Floors,West Berlin,447 Commerce Ln Ste A,NJ,8091,"447 Commerce Ln Ste A West Berlin, NJ 08091",1430011,39.810554,-74.923127,A,Thursday,25,31,1.24,1.84,10915.7496,272893.74,2372.9892,59324.73,1122.0,0.217391319,18
Tom McKevitt (0000143010),244074,North & Southampton Reformed C,244074,North & Southampton Reformed C,Churchville,1380 Bristol Rd,PA,18966,"1380 Bristol Rd Churchville, PA 18966",1430004,40.18117,-75.0156,A,Friday,8,8,1.0,1.625,136.4325,1091.46,44.75125,358.01,33.0,0.328010188,21
Paul Carberry (0000143018),244121,Longwood Gardens,244121,Longwood Gardens,Kennett Square,1001 Longwood Rd,PA,19348,"1001 Longwood Rd Kennett Square, PA 19348",1430007,39.873292,-75.676561,D,Friday,12,29,2.416666667,7.166666667,3395.39,40744.68,1233.86,14806.32,888.0,0.363392718,38
Chris Gifuni (0000143020),244164,Harrison Township School Distr,244164,Harrison Township School Distr,Mullica Hill,120 N MAIN ST,NJ,8062,"120 N MAIN ST Mullica Hill, NJ 08062",1430010,39.746042,-75.223511,E,Thursday,13,21,1.615384615,3.846153846,2742.517692,35652.73,871.7607692,11332.89,1397.0,0.317868786,27
Chris Gifuni (0000143020),244176,Springfield Township Board of,244176,Springfield Township Board of,Jobstown,2146 Jacksonville Jobstown Rd,NJ,8041,"2146 Jacksonville Jobstown Rd Jobstown, NJ 08041",1430017,40.03624,-74.70329,A,Monday,8,13,1.625,4.0,2121.87625,16975.01,510.42625,4083.41,355.0,0.240554203,11
John Carberry (0000143015),244210,Atlantic Cape Community Colleg,244210,Atlantic Cape Community Colleg,Mays Landing,5100 Black Horse Pike,NJ,8330,"5100 Black Horse Pike Mays Landing, NJ 08330",1430012,39.462098,-74.681916,E,Wednesday,7,7,1.0,1.714285714,540.61,3784.27,175.04,1225.28,60.0,0.323782394,8
Paul Carberry (0000143018),244248,The Easthill Grp dba The Eastw,244248,The Easthill Grp dba The Eastw,Pottstown,263 Shoemaker Rd,PA,19464,"263 Shoemaker Rd Pottstown, PA 19464",1430016,40.255548,-75.669039,C,Wednesday,8,9,1.125,4.5,1009.18375,8073.47,425.6275,3405.02,130.0,0.421754215,23
John Carberry (0000143015),244423,Estell Manor School District,244423,Estell Manor School District,Estell Manor,128 Cape May Ave,NJ,8319,"128 Cape May Ave Estell Manor, NJ 08319",1430010,39.378899,-74.825931,E,Thursday,6,9,1.5,2.833333333,699.3466667,4196.08,193.1516667,1158.91,73.0,0.276188729,15
Chris Gifuni (0000143020),244674,Medford Township Public School,244674,Medford Township Public School,Medford,137 Hartford Rd,NJ,8055,"137 Hartford Rd Medford, NJ 08055",1430011,39.905171,-74.84742,A,Thursday,7,7,1.0,2.0,148.8585714,1042.01,39.32428571,275.27,22.0,0.264172129,21
John Carberry (0000143015),244685,Middle Township Board of Educa,244685,Middle Township Board of Educa,Cape May Court House,216 S MAIN ST,NJ,8210,"216 S MAIN ST Cape May Court House, NJ 08210",1430010,39.078719,-74.825267,E,Thursday,9,13,1.444444444,2.0,4102.476667,36922.29,860.1811111,7741.63,656.0,0.209673615,1
Leianne Krotec (0000143021),244689,Ciocca Hyundai,244689,Ciocca Hyundai,Quakertown,550 S West End Blvd,PA,18951,"550 S West End Blvd Quakertown, PA 18951",1430015,40.429424,-75.350738,E,Tuesday/Friday,17,24,1.411764706,3.0,251.6164706,4277.48,73.49529412,1249.42,116.0,0.29209254,36
Tom McKevitt (0000143010),244718,Selective Interior Maintenance,244718,Selective Interior Maintenance,Roslyn,1508 THOMSON RD,PA,19001,"1508 THOMSON RD Roslyn, PA 19001",1430009,40.136025,-75.136004,E,Monday,10,12,1.2,1.8,69.969,699.69,25.84,258.4,34.0,0.369306407,28
Paul Carberry (0000143018),244752,Journal Register Company,244752,Journal Register Company,EXTON,390 Eagleview Blvd,PA,19341,"390 Eagleview Blvd EXTON, PA 19341",1430013,40.057485,-75.673405,C,Monday/Thursday,6,14,2.333333333,7.0,1483.586667,8901.52,654.7883333,3928.73,519.0,0.44135496,3
Leianne Krotec (0000143021),244896,Oliver Healthcare Packaging,244896,Oliver Healthcare Packaging,New Britain,97 Britain Dr,PA,18901,"97 Britain Dr New Britain, PA 18901",1430003,40.295901,-75.185512,A,Tuesday,14,15,1.071428571,1.142857143,259.1542857,3628.16,87.165,1220.31,44.0,0.336344042,36
